sortID,common,spp,sex,N,meanMass,sDev,minMass,maxMass,season,location,citationNumber, 
15903,,Tanysiptera danae,F,,,,42,50,,,,
15904,Buff-breasted Paradise-Kingfisher,Tanysiptera sylvia,B,18,49.6,,38,61,,Australia,516,
15905,,, , , ,,,,,,,
15906,Giant Kingfisher,Megaceryle maxima,U,4,325,,282,375,,,"457, 508",
15907,,,,,,,,,,,,
15908,Crested Kingfisher,Megaceryle lugubris,M,7,255,,240,268,,"Hopei, China",1087,
15909,,Megaceryle lugubris,F,5,288,,260,305,,,,
15910,Belted Kingfisher,Megaceryle alcyon,U,29,148,20.8,125,215,,"Pennsylvania, USA",314,
15911,,,,,,,,,,,,
15912,Ringed Kingfisher,Megaceryle torquata,B,15,317,,,,,Panama; Argentina,"155, 210a, 489",
15913,,,,,,,,,,,,
15914,Pied Kingfisher,Ceryle rudis,M,189,82.4,6,68,100,B,Kenya,223,
15915,,Ceryle rudis,F,96,86.4,7.4,71,110, ,,,
15916,Amazon Kingfisher,Chloroceryle amazona,M,11,121,8,,,,Panama,489,
15917,,Chloroceryle amazona,F,6,132,,,,,,,
15918,Green Kingfisher,Chloroceryle americana,U,20,37.5,2.1,,,,Panama,489,
15919,,,,,,,,,,,,
15920,Green Kingfisher,Chloroceryle americana,M,8,30.3,,28,32.5,,Trinidad & Tobago,816,
15921,,Chloroceryle americana,F,5,33.8,,30,36.5,,,,
15922,Green-and-rufous Kingfisher,Chloroceryle inda,B,15,52.1,,46.6,60,,,"155, 318, 496, 875",
15923,,,,,,,,,,,,
15924,American Pygmy Kingfisher,Chloroceryle aenea,B,12,14.9,1.3,13,16.9,,Venezuela,1215,
15925,,, , , ,, , ,,,,
15926,American Pygmy Kingfisher,Chloroceryle aenea,U,9,12.7, ,11.7,14.4,,Brazil,392,
15927,,,,,,,,,,,,
15928,,,,,,,,,,,,
15930,Cuban Tody,Todus multicolor,B,265,5.9,0.5,4.3,8.5,,Cuba,19,
15931,,,,,,,,,,,,
15932,Broad-billed Tody,Todus subulatus,U,28,8.7,0.7,7.8,10.2,,Dominican Republic,19,
15933,,,,,,,,,,,,
15934,Narrow-billed Tody,Todus angustirostris,B,6,7.5,,6.5,9,,Dominican Republic ,19,
15935,,,,,,,,,,,,
15936,Jamaican Tody,Todus todus,B,18,6.4,0.4,5.6,6.9,,Jamaica,19,
15937,,,,,,,,,,,,
15938,Puerto Rican Tody,Todus mexicanus,B,246,5.9,0.5,4.8,7.8,,Puerto Rico,19,
15939,,,,,,,,,,,,
15940,,,,,,,,,,,,
15942,Tody Motmot,Hylomanes momotula,B,9,29.3,,20.3,38,,Panama; Belize,"990, 1027",
15943,,,,,,,,,,,,
15944,Blue-throated Motmot,Aspatha gularis,U,20,62.7,11.6,34,97,,El Salvador,1041a,
15945,,,,,,,,,,,,
15946,Russet-crowned Motmot,Momotus mexicanus,B,6,75.7,,68,91,,Mexico,"911, 1080, 1151",
15947,,,,,,,,,,,,
15948,Blue-crowned Motmot,Momotus momota lessonii,B,15,133,,,,,Panama,489,
15949,,,,,,,,,,,,
15950,Blue-crowned Motmot,Momotus momota conexus,M,11,112,6.6,,,,Panama,489,
15951,,Momotus momota conexus,F,5,102,,,,,,,
15952,Highland Motmot,Momotus aequatorialis,B,8,158,,123,176,,Peru; Columbia,"370, 798",
15953,,,,,,,,,,,,
15954,Rufous Motmot,Baryphthengus martii,U,11,153,10.9,,,,Peru,370,
15955,,,,,,,,,,,,
15956,Rufous Motmot,Baryphthengus martii,U,4,178,,160,200,,Columbia,1037,
15957,,,,,,,,,,,,
15958,Rufous-capped Motmot,Baryphthengus ruficapillus,U,8,158,,,,,Panama; Brazil; Costa Rica,"177, 618, 752, 990",
15959,,,,,,,,,,,,
15960,Rufous-capped Motmot,Baryphthengus ruficapillus,U,4,127,,120,139,,Paraguay,132,
15961,,,,,,,,,,,,
15962,Keel-billed Motmot,Electron carinatum,M,1,64.9,,,,,Honduras,1145,
15963,,,,,,,,,,,,
15964,Broad-billed Motmot,Electron platyrhynchum,U,8,73,,53,82,,Panama; Columbia,"155, 615, 990, 1037, 1180",
15965,,,,,,,,,,,,
15966,Turquoise-browed Motmot,Eumomota superciliosa,B,17,62.5,7.4,43.6,74,,"Yucatan, Mexico","910a, 640",
15967,,,,,,,,,,,,
15968,,,,,,,,,,,,
15970,Red-bearded Bee-eater,Nyctyornis amictus,M,,,,68,92,,,393,
15971,,Nyctyornis amictus,F,,,,61,70,,,,
15972,Blue-bearded Bee-eater,Nyctyornis athertoni,M, , ,,85,93,, ,393,
15973,,Nyctyornis athertoni,F,,,,70,91,,,,
15974,Black Bee-eater,Merops gularis,B,31,27.3,,22,33,,Liberia; Ivory Coast,394,
15975,,,,,,,,,,,,
15976,Blue-headed Bee-eater,Merops muelleri,B,24,22.5,,17.4,25,,,394,
15977,,,,,,,,,,,,
15978,Red-throated Bee-eater,Merops bullocki,U,64,23.1,1.3,,,,Nigeria,224,
15979,,,,,,, , ,,,,
15980,White-fronted Bee-eater,Merops bullockoides,U,39,34.8,1.5,31.5,38,,South Africa,508,
15981,,,,,,,,,,,,
15982,Little Bee-eater,Merops pusillus,B,7,15.1,,11,20.6,,Zimbabwe; South Africa,"564, 565, 1258",
15983,,,,,,,,,,,,
15984,Blue-breasted Bee-eater,Merops variegatus,B,66,22.5,,19.5,28.4,,,394,
15985,,,,,,,,,,,,
15986,Cinnamon-chested Bee-eater,Merops oreobates,M,16,26.1,,20,38,,,394,
15987,,Merops oreobates,F,6,22,,17,28,,,,
15988,Swallow-tailed Bee-eater,Merops hirundineus,B,10,21.7,,19.5,23.6,,Ghana; South Africa,"457, 1258",
15989,,,,,,,,,,,,
15990,Black-headed Bee-eater,Merops breweri,B,10, ,,45,55,,Angola,266,
15991,,,,,,,,,,,,
15992,Somali Bee-eater,Merops revoilii,M, , ,,12,15,,,393,
15993,,Merops revoilii,F,,,,11,14,,,,
15994,White-throated Bee-eater,Merops albicollis,B,8,25.9,,24,28,,eastern Africa,120,
15995,,,,,,,,,,,,
15996,Green Bee-eater,Merops orientalis,B,5,14.8,,14,16,,India,740,
15997,,,,,,,,,,,,
15998,Boehm's Bee-eater,Merops boehmi,B,50,16.6,,14.4,19.5,,Malawi,394,
15999,,,,,,,,,,,,
16000,Blue-throated Bee-eater,Merops viridis,U,159,34.8,,28.4,45,B,,1287,
16001,,,,,,,,,,,,
16002,Blue-cheeked Bee-eater,Merops persicus,B,37,49.3,,41.3,57,F,Kazakhstan,394,
16003,,,,,,,,,,,,
16004,Madagascar Bee-eater,Merops superciliosus,U,32,38.5,,32,45,, ,1287,
16005,,,,,,,,,, ,,
16006,Blue-tailed Bee-eater,Merops philippinus,B,6,34,,29,38.2,,,"425, 786, 787",
16007,,,,,,,,,,,,
16008,Rainbow Bee-eater,Merops ornatus,U,41,29.5,1.7,27,33,,"Victoria, Australia",516,
16009,,,,,,,,,,,,
16010,European Bee-eater,Merops apiaster,B,382,56.6,,,,B,France,692,
16011,,,,,,,,,,,,
16012,Chestnut-headed Bee-eater,Merops leschenaulti,U,65,27.2,,23,33.1,B, ,1287,
16013,,,,,,,,,,,,
16014,Rosy Bee-eater,Merops malimbicus,B,8, ,,47,54,,Angola,266,
16015,,,,,,,,,,,,
16016,Northern Carmine Bee-eater,Merops nubicus,U,92,42.4,,34,51,,Ethiopia,394,
16017,,,,,,,,,,,,
16018,Southern Carmine Bee-eater,Merops nubicoides,U,129,60,4.1,52,75,,Zimbabwe,118,
16019,,,,,,,,,,,,
16020,,,,,,,,,,,,
16022,European Roller,Coracias garrulus,B,17,146,,127,160,,Belarus,223,
16023,,,,,,,,,,,,
16024,Abyssinian Roller,Coracias abyssinicus,B,3,102,,99.5,104,,Nigeria; Sudan,"223, 1319",
16025,,,,,,,,,,,,
16026,Lilac-breasted Roller,Coracias caudatus,U,23,110,,51,150,,Namibia; South Africa,1036,
16027,,,,,,,,,,,,
16028,Racket-tailed Roller,Coracias spatulatus,B,50, ,,71,115,,Angola,266,
16029,,,,,,,,,,,,
16030,Rufous-crowned Roller,Coracias naevius,B,11,168,,140,200,,Botswana,394,
16031,,,,,,,,,,,,
16032,Indian Roller,Coracias benghalensis,M,2,145,,120,166,,India,"7, 740",
16033,,Coracias benghalensis,F,2,171,,166,176,,,,
16034,Purple-winged Roller,Coracias temminckii,U,,,,144,164,,,274,
16035,,,,,,,,,,,,
16036,Blue-bellied Roller,Coracias cyanogaster,B,22,142,,110,178,,Ivory Coast,394,
16037,,,,,,,,,,,,
16038,Broad-billed Roller,Eurystomus glaucurus,B,13,110,,98,112,,tropical Africa,223,
16039,,,,,,,,,,,,
16040,Broad-billed Roller,Eurystomus glaucurus suahelicus,B,50,,,85,135,,Angola,266,
16041,,,,,,,,,,,,
16042,Blue-throated Roller,Eurystomus gularis,B,40,96.3,,82,110,,Ivory Coast,394,
16043,,,,,,,,,,,,
16044,Dollarbird,Eurystomus orientalis pacificus,B,19,129, ,95.3,180,,Australia,516,
16045,,,,,,,,,,,,
16046,Dollarbird,Eurystomus orientalis pacificus,B,12,140,,110,170,,New Guinea,516,
16047,,,,,,,,,,,,
16048,Dollarbird,Eurystomus orientalis solomonensis,B,7,162,,150,185,,Solomon Islands,399,
16049,,,,,,,,,,,,
16050,,,,,,,,,,,,
16052,Short-legged Ground-Roller,Brachypteracias leptosomus,B,5,185,,154,217,,Madagascar,957,
16053,,, , , ,,,,,,,
16054,Scaly Ground-Roller,Brachypteracias squamigera,M,1,155,,,,,Madagascar,957,
16055,,,,,,,,,,,,
16056,Pitta-like Ground-Roller,Atelornis pittoides,U,25,91.5,9,74,114,,Madagascar,957,
16057,,,,,,,,,,,,
16058,Rufous-headed Ground-Roller,Atelornis crossleyi,U,4,79,,72.5,84.9,,Madagascar,957,
16059,,,,,,,,,,,,
16060,,,,,,,,,,,,
16062,Cuckoo-Roller,Leptosomus discolor,U,6,255,,232,301,,Madagascar,957,
16063,,,,,,,,,,,,
16064,,,,,,,,,,,,
16066,Eurasian Hoopoe,Upupa epops,U,75,61.4,8.1,41,83,Sp,France ,223,
16067,,,,,,,,,,,,
16068,Eurasian Hoopoe,Upupa epops saturata,M,28,74,,62,88,,"Hopei, China",1087,
16069,,Upupa epops saturata,F,21,66,,56,86,,,,
16070,Madagascar Hoopoe,Upupa marginata,M,3,82.8,,70,90.5,,Madagascar,957,
16071,,Upupa marginata,F,4,72,,57,81,,,,
16072,,,,,,,,,,,,
16074,Green Woodhoopoe,Phoeniculus purpureus,M,5,86.6,,72.2,99,,,"457, 1319",
16075,,Phoeniculus purpureus,F,3,61.9,,56,66.3,,,,
16076,Violet Woodhoopoe,Phoeniculus damarensis granti,M,5,85.8,,78,90,,Kenya,394,
16077,,Phoeniculus damarensis granti,F,3,78,,72,82,,,,
16078,Black-billed Woodhoopoe,Phoeniculus somaliensis,U,2,26.5,,24,29,,Nigeria,777,
16079,,,,,,,,,,,,
16080,White-headed Woodhoopoe,Phoeniculus bollei,B,5,54.6,,47,64,,,"81, 120",
16081,,,,,,,,,,,,
16082,Forest Woodhoopoe,Phoeniculus castaneiceps,B,13,24.4,,22.3,27,,Liberia; Uganda,394,
16083,,,,,,,,,,,,
16084,Black Scimitar-bill,Rhinopomastus aterrimus,B,30, ,,21,35,,Angola,266,
16085,,,,,,,,,,,,
16086,Common Scimitar-bill,Rhinopomastus cyanomelas,B,60, ,,21,35,,Angola,266,
16087,,,,,,,,,,,,
16088,Abyssinian Scimitar-bill,Rhinopomastus minor,U,3,21.7,,21,23,,,120,
16089,,,,,,,,,,,,
16090,,,,,,,,,,,,
16092,White-crested Hornbill,Tockus albocristatus,M,4,297,,279,315,,,394,
16093,,Tockus albocristatus,F,2,282,,276,288,,,,
16094,Black Dwarf Hornbill,Tockus hartlaubi,M,7,110,,96,135,,,394,
16095,,Tockus hartlaubi,F,4,88.2,,,,,,,
16096,Red-billed Dwarf Hornbill,Tockus camurus,M,8,111,,101,122,,,394,
16097,,Tockus camurus,F,7,97,,84,115,,,,
16098,Monteiro's Hornbill,Tockus monteiri,U,15,,,210,400,,,266,
16099,,,,,,,,,,,,
16100,Red-billed Hornbill,Tockus erythrorhynchus,M,75,150,,124,172,,,626,
16101,,Tockus erythrorhynchus,F,75,128,,90,151,,,,
16102,Eastern Yellow-billed Hornbill,Tockus flavirostris,M,3,258,,225,275,,,394,
16103,,Tockus flavirostris,F,3,182,,170,191,,,,
16104,Southern Yellow-billed Hornbill,Tockus leucomelas,M,75,211,,153,242,,,626,
16105,,Tockus leucomelas,F,75,168,,138,211,,,,
16106,Von der Decken's Hornbill,Tockus deckeni,M,7,194,,165,212,,,626,
16107,,Tockus deckeni,F,5,145,,120,155,,,,
16108,Crowned Hornbill,Tockus alboterminatus,M,31,244,,191,332,, ,626,
16109,,Tockus alboterminatus,F,13,205,,180,249,,,,
16110,Bradfield's Hornbill,Tockus bradfieldi,M,1,200,, , ,,,626,
16111,,Tockus bradfieldi,F,4,193,,170,204,,,,
16112,African Pied Hornbill,Tockus fasciatus,M,15,278,,250,316,,,394,
16113,,Tockus fasciatus,F,7,241,,227,260,,,,
16114,Hemprich's Hornbill,Tockus hemprichii,F,1,297,,,,B,,394,
16115,,,,,,,,,,,,
16116,African Gray Hornbill,Tockus nasutus nasutus,M,5,233,,220,258,, ,626,
16117,,Tockus nasutus nasutus,F,4,183,,163,215,,,,
16118,African Gray Hornbill,Tockus nasutus epirhinus,M,34,167,,159,234,,,626,
16119,,Tockus nasutus epirhinus,F,29,146,,122,175,,,,
16120,Pale-billed Hornbill,Tockus pallidirostris,M,3,256,,248,266,,,626,
16121,,Tockus pallidirostris,F,2,212,,206,217,,,,
16122,Malabar Gray Hornbill,Ocyceros griseus,M,4,292,,238,340,, ,626,
16123,,,,,,,,,,,,
16124,Ceylon Gray Hornbill,Ocyceros gingalensis,M,1,238,,,,,,626,
16125,,,,,,,,,,,,
16126,Indian Gray Hornbill,Ocyceros birostris,M,1,375,,,,,,626,
16127,,,,,,,,,,,,
16128,Malabar Pied-Hornbill,Anthracoceros coronatus,M,7,862,,700,960,,China,184a,
16129,,Anthracoceros coronatus,F,6,755,,600,850,,,,
16130,Oriental Pied-Hornbill,Anthracoceros albirostris,M,,,,680,795,,,626,
16131,,      albirostrisAnthracoceros albirostris,F,,,,567,680,,,,
16132,Oriental Pied-Hornbill,Anthracoceros albirostris,M,1,907,,,,,Sumatra,626,
16133,,     convexusAnthracoceros albirostris,F,1,879,,,,,,,
16134,Black Hornbill,Anthracoceros malayanus,M,1,1050,,,,,,626,
16135,,,,,,,,,,,,
16136,Rhinoceros Hornbill,Buceros rhinoceros,M,5,2580,,2465,2960,,,626,
16137,,Buceros rhinoceros,F,3,2180,,2040,2330,,,,
16138,Great Hornbill,Buceros bicornis,M,7,3006,,2600,3400,,,626,
16139,,Buceros bicornis,F,3,2591,,2155,3350,,,,
16140,Rufous Hornbill,Buceros hydrocorax,M,18,1474,,1185,1652,,Philippines,954,
16141,,Buceros hydrocorax,F,15,1348,,1016,1662,,,,
16142,Helmeted Hornbill,Buceros vigil,M,1,3060,,,,,,626,
16143,,Buceros vigil,F,2,2725,,2610,2840,,,,
16144,Rusty-cheeked Hornbill,Anorrhinus tickelli,M,4,869,,854,912,,,626,
16145,,Anorrhinus tickelli,F,7,723,,683,797,,,,
16146,Bushy-crested Hornbill,Anorrhinus galeritus,U,3,1172,,1134,1247,,,626,
16147,,,,,,,,,,,,
16148,Luzon Hornbill,Penelopides manillae,M,9,450,,400,479,,"Luzon, Philippines",436,
16149,,Penelopides manillae,F,2,472,,470,475,,,,
16150,Mindoro Hornbill,Penelopides mindorensis,M,2,462,,425,500,,Philippines,983,
16151,,,,,,,,,,,,
16152,Tarictic Hornbill,Penelopides panini,M,16,509,,453,584,,Philippines,954,
16153,,Penelopides panini,F,13,435,,335,514,,,,
16154,Mindanao Hornbill,Penelopides affinis,M,4,523,,497,554,,Philippines,626,
16155,,Penelopides affinis,F,6,450,,394,514,,,,
16156,Sulawesi Hornbill,Penelopides exarhatus,F,1,370,,,,,,626,
16157,,,,,,,,,,,,
16158,White-crowned Hornbill,Aceros comatus,F,1,1470,, , ,,,626,
16159,,Aceros comatus,F,1,1470,,,,,,,
16160,Rufous-necked Hornbill,Aceros nipalensis,B,2,2385,,2270,2500,,India,7,
16161,,,,,,,,,,,,
16162,Wrinkled Hornbill,Aceros corrugatus,M,1,1590,,,,,,626,
16163,,,,,,,,,,,,
16164,Writhed Hornbill,Aceros leucocephalus,M,3,1086,,1012,1140,,Philippines,954,
16165,,,,,,,,,,,,
16166,Knobbed Hornbill,Aceros cassidix,M,1,2360,,,,,,626,
16167,,,,,,,,,,,,
16168,Wreathed Hornbill,Aceros undulatus,M,28,2515,,1680,3650,,,626,
16169,,Aceros undulatus,F,10,1950,,1360,2685,,,,
16170,Narcondam Hornbill,Aceros narcondami,M,4,,,700,750,,,7,
16171,,Aceros narcondami,F,3,,,600,750,,,,
16172,Plain-pouched Hornbill,Aceros subruficollis,M,3,2042,,1815,2270,,,626,
16173,,,,,,,,,,,,
16174,Blyth's Hornbill,Aceros plicatus,M,7,1803,,1500,2000,, ,"61, 626, 658, 781",
16175,,Aceros plicatus,F,5,1610,,1450,2000,,,,
16176,Trumpeter Hornbill,Ceratogymna bucinator,M,9,721,,607,941,,,626,
16177,,Ceratogymna bucinator,F,10,567,,452,670,,,,
16178,Piping Hornbill,Ceratogymna fistulator,M,3,554,,463,710,,,394,
16179,,Ceratogymna fistulator,F,3,466,,413,500,,,,
16180,Silvery-cheeked Hornbill,Ceratogymna brevis,M,5,1308,,1265,1400,,,394,
16181,,Ceratogymna brevis,F,5,1162,,1050,1450,,,,
16182,Black-and-white-casqued Hornbill,Ceratogymna subcylindricus,M,9,1311,,1078,1390,,,394,
16183,,Ceratogymna subcylindricus,F,4,1090,,1000,1200,,,,
16184,Brown-checked Hornbill,Ceratogymna cylindricus,F,1,921,, , ,,,626,
16185,,, , , ,, , , ,,,
16186,White-thighed Hornbill,Ceratogymna albotibialis,M,3,1286,,1200,1411,,,626,
16187,,Ceratogymna albotibialis,F,2,976,,908,1043,,,,
16188,Black-casqued Hornbill,Ceratogymna atrata,M,4,1348,,1069,1600,,,626,
16189,,Ceratogymna atrata,F,3,1059,,907,1182,,,,
16190,Yellow-casqued Hornbill,Ceratogymna elata,M,1,2100,,,,,,626,
16191,,Ceratogymna elata,F,2,1750,,1500,2000,,,,
16192,Abyssinian Ground-Hornbill,Bucorvus abyssinicus,M,1,4000,,,,,estimated,394,
16193,,,,,,,,,,,,
16194,Southern Ground-Hornbill,Bucorvus leadbeateri,M,8,4191,,3459,6180,,,626,
16195,,Bucorvus leadbeateri,F,8,3344,,2230,4580,,,,
16196,,,,,,,,,,,,
16198,White-eared Jacamar,Galbalcyrhynchus leucotis,U,,,,44,50,,,274,
16199,,,,,,,,,,,,
16200,Chestnut Jacamar,Galbalcyrhynchus purusianus,U,7,50,,,,,Peru,370,
16201,,,,,,,,,,,,
16202,Dusky-backed Jacamar,Brachygalba salmoni,M,1,18.5,,,,,Panama,990,
16203,,Brachygalba salmoni,F,1,16,,,,,,,
16204,Brown Jacamar,Brachygalba lugubris,B,10,15.9,,14.7,16.9,,Suriname,498,
16205,,,,,,,,,,,,
16206,Three-toed Jacamar,Jacamaralcyon tridactyla,M,,,,17.4,18.8,,,274,
16207,,Jacamaralcyon tridactyla,F,,,,17.8,19.3,,,,
16208,Yellow-billed Jacamar,Galbula albirostris,B,11,22.1,1.4,20,24,,Brazil,449,
16209,,,,,,,,,,,,
16210,Blue-cheeked Jacamar,Galbula cyanicollis,B,25, ,,20,27,,Peru,988,
16211,,,,,,,,,,,,
16212,Rufous-tailed Jacamar,Galbula ruficauda,B,14,26.5,,24,33.5,,Trinidad,359,
16213,,,,,,,,,,,,
16214,Green-tailed Jacamar,Galbula galbula,B,21,23,,18,29,,Suriname,498,
16215,,,,,,,,,,,,
16216,Coppery-chested Jacamar,Galbula pastazae,B,2,31.8,,31,32.5,,Ecuador,953,
16217,,,,,,,,,,,,
16218,Bluish-fronted Jacamar,Galbula cyanescens,U,6,25.3, ,,,,Peru ,1288,
16219,,,,,,,,,,,,
16220,White-chinned Jacamar,Galbula tombacea,U,,,,21.5,25,,,274,
16221,,,,,,,,,,,,
16222,Purplish Jacamar,Galbula chalcothorax,U,,,,22,26,,,274,
16223,,,,,,,,,,,,
16224,Bronzy Jacamar,Galbula leucogastra,B,13,15.9,,15,18,,Suriname,498,
16225,,,,,,,,,,,,
16226,Paradise Jacamar,Galbula dea ,B,11,27.4,3.6,22,31.5,,,"293, 496",
16227,,,,,,,,,,,,
16228,Great Jacamar,Jacamerops aureus,B,11,62.9,,57,66,,French Guiana; Suriname,"293, 498, 1308",
16229, ,,,,,,,,,Venezuela,,
16230,,,,,,,,,,,,
16232,White-necked Puffbird,Notharchus macrorhynchos,B,17,95.9,,,,,Panama,489,
16233,,,,,,,,,,,,
16234,Black-breasted Puffbird,Notharchus pectoralis,M,1,69.1,,,,,Panama,1180,
16235,,,,,,,,,,,,
16236,Brown-banded Puffbird,Notharchus ordii,B,2,52.8,,51.5,54,,Venezuela; Peru,1308,
16237,,,,,,,,,,,,
16238,Pied Puffbird,Notharchus tectus,B,31,26.8,,21,30,,Suriname,498,
16239,,,,,,,,,,,,
16240,Chestnut-capped Puffbird,Bucco macrodactylus,U,,25,,,,,Peru,1210,
16241,,,,,,,,,,,,
16242,Spotted Puffbird,Bucco tamatia,B,8,35.5,,51.5,54,,Suriname,498,
16243,,,,,,,,,,,,
16244,Collared Puffbird,Bucco capensis,U,15,54,4,,,,Brazil,73,
16245,,,,,,,,,,,,
16246,Barred Puffbird,Nystalus radiatus,U,2,61,,59,63,,Panama,"155, 990",
16247,,,,,,,,,,,,
16248,White-eared Puffbird,Nystalus chacuru,B,7,52.3,, , ,,Brazil,"63, 177, 392, 883",
16249,,,,,,,,,,,,
16250,Striolated Puffbird,Nystalus striolatus,U,,47,,,,,Peru,1210,
16251,,,,,,,,,,,,
16252,Spot-backed Puffbird,Nystalus maculatus,B,11,42,,32,49,,Brazil; Bolivia,"362, 657, 882",
16253,,,,,,,,,,,,
16254,Russet-throated Puffbird,Hypnelus ruficollis,U,11,49.8,4,43.3,57,,Venezuela,1215,
16255,,,,,,,,,,,,
16256,White-chested Puffbird,Malacoptila fusca,B,8,45.4,,39,53,,Fr. Guiana; Suriname; Peru,"293, 498, 785a",
16257,,,,,,,,,,,,
16258,Semicollared Puffbird,Malacoptila semicincta,U,,44,,,,,Peru,1210,
16259,,,,,,,,,,,,
16260,Crescent-chested Puffbird,Malacoptila striata,U,6,44.1,,41.5,46.5,,Brazil,878,
16261,,,,,,,,,,,,
16262,Black-streaked Puffbird,Malacoptila fulvogularis,U,2,57.4,,49.8,65,,Peru; Columbia,"1038a, 1288",
16263,,,,,,,,,,,,
16264,Rufous-necked Puffbird,Malacoptila rufa,M,10, ,,39,55,,Peru,988,
16265,,Malacoptila rufa,F,8,,,41,58,,,,
16266,White-whiskered Puffbird,Malacoptila panamensis,U,21,42.6,4.9,,,,Costa Rica; Panama,618,
16267,,,,,,,,,,,,
16268,Moustached Puffbird,Malacoptila mystacalis,U,5,49,,47,51,,Venezuela,"1042, 1254",
16269,,,,,,,,,,,,
16270,Lanceolated Monklet,Micromonacha lanceolata,U,7,19.8,, , ,,Columbia; Ecuador,"747, 1037, 1038a",
16271,,,,,,,,,,,,
16272,Fulvous-chinned Nunlet,Nonnula sclateri,U,,,,15,17,,,274,
16273,,,,,,,,,,,,
16274,Rusty-breasted Nunlet,Nonnula rubecula,U,10,18.4,,17,20,,Peru; Venezuela; Paraguay,"132, 498, 988, 1308",
16275,,,,,,,,,,Suriname,,
16276,Gray-cheeked Nunlet,Nonnula frontalis,U,7,15.7,,14.5,19.5,,Panama,"155, 489, 1180",
16277,,,,,,,,,,,,
16278,Rufous-capped Nunlet,Nonnula ruficapilla,U,,22,,,,,Peru,1210,
16279,,,,,,,,,,,,
16280,Chestnut-headed Nunlet ,Nonnula amaurocephala,U,,,,15,16,,,274,
16281,,,,,,,,,,,,
16282,White-faced Nunbird,Hapaloptila castanea,B,5,80.6,,75,84,,Peru,900,
16283,,,,,,,,,,,,
16284,Black Nunbird,Monasa atra,B,19,90.4,,80,100,,Suriname,498,
16285,,,,,,,,,,,,
16286,Black-fronted Nunbird,Monasa nigrifrons,U,15,80.7,5,,,,Peru,1288,
16287,,,, ,,,,,,,,
16288,White-fronted Nunbird,Monasa morphoeus,U,11,106,11.2,90.5,122,,Panama,"155, 990, 1180",
16289,,,,,,,,,,,,
16290,White-fronted Nunbird,Monasa morphoeus,U,11,72.9,5.6,63.4,80,,Venezuela,1308,
16291,,,,,,,,,,,,
16292,Yellow-billed Nunbird,Monasa flavirostris,B,6,62.8,,55,68,,Peru,1143,
16293,,,,,,,,,,,,
16294,Swallow-wing,Chelidoptera tenebrosa,B,27,35.9,,29,40,,Suriname,498,
16295,,,,,,,,,,,,
16296,,,,,,,,,,,,
16298,Fire-tufted Barbet,Psilopogon pyrolophus,U,18,129,,115,149,,Malaysia,775,
16299,,,,,,,,,,,,
16300,Great Barbet,Megalaima virens,B,25,202,,123,265,,,1102,
16301,,, , ,,, , ,,,,
16302,Brown-headed Barbet,Megalaima zeylanica,B,7,119,,108,140,, ,1102,
16303,,, , , ,,,,,,,
16304,Lineated Barbet,Megalaima lineata,M,11,146,,117,205,, ,1102,
16305,,Megalaima lineata,F,14,152,,134,170,,,,
16306,White-cheeked Barbet,Megalaima viridis,U,16,80.5,,71,90,,India,7,
16307,,,,,,,,,,,,
16308,Brown-throated Barbet,Megalaima corvina,M,1,130,,,,,,1102,
16309,,,,,,,,,,,,
16310,Gold-whiskered Barbet,Megalaima chrysopogon,B,26,151,,110,182,, ,1102,
16311,,,,,,,,,,,,
16312,Red-crowned Barbet,Megalaima rafflesii,B,22,118,,99,150,,,1102,
16313,,,,,,,,,,,,
16314,Red-throated Barbet,Megalaima mystacophanos,B,11,77.4,,60.3,95,, ,"1102, 1218, 1287",
16315,,, , , ,, , ,,,,
16316,Black-banded Barbet,Megalaima javensis,M,1,115,,,,,,1102,
16317,,,,,,,,,,,,
16318,Yellow-fronted Barbet,Megalaima flavifrons,M,2,58.5,,57,60,,Sri Lanka,7,
16319,,,,,,,,,,,,
16320,Golden-throated Barbet,Megalaima franklinii,U,54,63.5,,50,73,,Malaysia,775,
16321,,,,,,,,,,,,
16322,Black-browed Barbet,Megalaima oorti,B,80,87.7,,67,123,, ,1102,
16323,,,,,,,,,,,,
16324,Blue-throated Barbet,Megalaima asiatica,B,21,90.5,,78.8,103,, ,1102,
16325,,,,,,,,,,,,
16326,Mountain Barbet,Megalaima monticola,M,9,86.3,,65,110,,,1102,
16327,,Megalaima monticola,F,10,101,,84.2,112,,,,
16328,Yellow-crowned Barbet,Megalaima henricii,B,5,74.1,,65,83.2,, ,1102,
16329,,,,,,,,,,,,
16330,Flame-fronted Barbet,Megalaima armillaris,M,1,74,,,,,,1102,
16331,,Megalaima armillaris,F,1,65,,,,,,,
16332,Golden-naped Barbet,Megalaima pulcherrima,B,16,65.4,,55,75,,,1102,
16333,,,,,,,,,,,,
16334,Blue-eared Barbet,Megalaima australis,B,23,33.3,,26.3,39.5,, ,1102,
16335,,,,,,,,,,,,
16336,Crimson-fronted Barbet,Megalaima rubricapillus,B,5,37.6,,32,42.5,, ,1102,
16337,,,,,,,,,,,,
16338,Coppersmith Barbet,Megalaima haemacephala,B,45,46.7,,40.5,52.6,, ,1102,
16339,,     haemacephala,,,,,,,,,,
16340,Coppersmith Barbet,Megalaima haemacephala,B,10,42.4,,30,52.2,,,1102,
16341,,     indica,,,,,,,,,,
